;2.05.06.;Устройство перегородок и вентшахт;Суммарная позиция;;;;;;;;11.06.2026;15.07.2027;399;;;0;;0;0;0;;;
20;2.05.06.1.;Устройство кирпичных перегородок и вент.шахт;Затраты на устройство всех стен и перегородок из кирпича, в т.ч. из облицовочного, кроме облицовочных работ по фасаду. Кирпичная кладка на кровле также в эту статью со всеми обрамлениями и закладными. Также включаем в статью штукатурку цементную, которая необходима для обеспечения требований по сейсмостойкости. Обрамление вентшахт металом на кровле также здесь. Кирпич, раствор, сетка кладочная, уголок. Если будет кладка из пескоблоков, пазогребневых плит или газобетона то тоже сюда.;14;Да;Посекционно;Поэтажно;3;;;11.06.2026;15.10.2026;126;;;0;;0;0;0;;;
;2.05.06.1.02;Устройство кирпичных перегородок -2 этаж;;;;;;;;;11.06.2026;02.07.2026;21;;;0;;0;0;0;;;
;2.05.06.1.01;Устройство кирпичных перегородок -1 этаж;;;;;;;;;03.07.2026;04.08.2026;32;;;0;;0;0;0;;;
;2.05.06.1.1;Устройство кирпичных перегородок 1 этаж;;;;;;;;;01.08.2026;12.08.2026;11;;;0;;0;0;0;;;
;2.05.06.1.2;Устройство кирпичных перегородок 2 этаж;;;;;;;;;13.08.2026;20.08.2026;7;;;;;;;;;;
;2.05.06.1.3;Устройство кирпичных перегородок 3 этаж;;;;;;;;;21.08.2026;28.08.2026;7;;;;;;;;;;
;2.05.06.1.4;Устройство кирпичных перегородок 4 этаж;;;;;;;;;29.08.2026;05.09.2026;7;;;;;;;;;;
;2.05.06.1.5;Устройство кирпичных перегородок 5 этаж;;;;;;;;;06.09.2026;13.09.2026;7;;;;;;;;;;
;2.05.06.1.6;Устройство кирпичных перегородок 6 этаж;;;;;;;;;14.09.2026;21.09.2026;7;;;;;;;;;;
;2.05.06.1.7;Устройство кирпичных перегородок 7 этаж;;;;;;;;;22.09.2026;29.09.2026;7;;;;;;;;;;
;2.05.06.1.8;Устройство кирпичных перегородок 8 этаж;;;;;;;;;30.09.2026;07.10.2026;7;;;;;;;;;;
;2.05.06.1.9;Устройство кирпичных перегородок 9 этаж;;;;;;;;;08.10.2026;15.10.2026;7;;;;;;;;;;
;2.05.06.1.10;Устройство кирпичных вентшахт на кровле;;;;;;;;;15.09.2026;10.10.2026;25;;;0;;0;0;0;;;
21;2.05.06.2.;Каркасные перегородки ;Затраты на все устройство всех перегородок и пр. конструкций на профилях по системе кнауф без разделения на итоговое покрытие. Перегородки и фальшстенки в МОП, устройство коробов из ГКЛ/ГВЛ на потолке также здесь, в т.ч. установка лючков скрытого монтажа в гипсокатрон. Не включаются работы по шпатлевке и дальнейшей отделке.;15;Да;Посекционно;Поэтажно;3;;;01.05.2027;15.07.2027;75;;;0;;0;0;0;;;
;2.05.06.2.02;Устройство каркасных перегородок -2 этаж;;;;;;;;;01.05.2027;06.05.2027;5;;;;;;;;;;
;2.05.06.2.01;Устройство каркасных перегородок -1 этаж;;;;;;;;;07.05.2027;12.05.2027;5;;;;;;;;;;
;2.05.06.2.1;Устройство каркасных перегородок 1 этаж;;;;;;;;;13.05.2027;20.05.2027;7;;;;;;;;;;
;2.05.06.2.2;Устройство каркасных перегородок 2 этаж;;;;;;;;;21.05.2027;27.05.2027;6;;;;;;;;;;
;2.05.06.2.3;Устройство каркасных перегородок 3 этаж;;;;;;;;;28.05.2027;03.06.2027;6;;;;;;;;;;
;2.05.06.2.4;Устройство каркасных перегородок 4 этаж;;;;;;;;;04.06.2027;10.06.2027;6;;;;;;;;;;
;2.05.06.2.5;Устройство каркасных перегородок 5 этаж;;;;;;;;;11.06.2027;17.06.2027;6;;;;;;;;;;
;2.05.06.2.6;Устройство каркасных перегородок 6 этаж;;;;;;;;;18.06.2027;24.06.2027;6;;;;;;;;;;
;2.05.06.2.7;Устройство каркасных перегородок 7 этаж;;;;;;;;;25.06.2027;01.07.2027;6;;;;;;;;;;
;2.05.06.2.8;Устройство каркасных перегородок 8 этаж;;;;;;;;;02.07.2027;08.07.2027;6;;;;;;;;;;
;2.05.06.2.9;Устройство каркасных перегородок 9 этаж;;;;;;;;;09.07.2027;15.07.2027;6;;;;;;;;;;
22;2.05.06.9.;Прочие расходы на перегородки и шахты;Монтаж звукоизоляции шахты лифта, и прочие работы, не учтенные в прочих статьях;16;;;;2;;;11.06.2026;15.07.2027;399;;;0;;0;0;0;;;
23;2.05.07.;Устройство кровли;Все расходы на устройство всех слоев кровли со всеми примыканиями, в том числе примыкания на вентшахты и выхода пр.коммуникаций. Также включаем нащельники на парапеты. Кровля паркинга в кровле учитывается только необходимые слои (паро и гидроизоляция, утепление, дренажный слой) все остальные конструкции относим в благоустройство (разделительную плиту, брусчатку, асфальт и прочее). Отделка вентшахт (кроме кирпичной кладки с металическим обрамлением - она в перегородках), козырьков;17;Да;блок-секции;;3;;;01.10.2026;31.10.2026;30;;;0;;0;0;0;;;
;2.05.08.;Отделка и оборудование МОП;Суммарная позиция;18;Да;Посекционно;Поэтажно, отдельно ЛК;5;;;01.05.2027;30.10.2027;182;;;0;;0;0;0;;;
24;2.05.08.1.;Отделка МОП;Все работы по отделке (только ремонт без оборудования. Оно отдельным пуктом). Все работы и материалы которые требуются по нормативам, без которых невозможен ввод;;;;;;;;01.05.2027;30.10.2027;182;;;0;;0;0;0;;;
;2.06.08.1.02;Устройство стяжки -2 этаж;;;;;;;;;16.06.2027;19.06.2027;3;;;0;;0;0;0;;;
;2.06.08.1.01;Устройство стяжки -1 этаж;;;;;;;;;21.06.2027;23.06.2027;2;;;0;;0;0;0;;;
;2.06.08.1.1;Устройство стяжки 2 этаж;;;;;;;;;01.05.2027;05.05.2027;4;;;0;;0;0;0;;;
;2.06.08.1.2;Устройство стяжки 3 этаж;;;;;;;;;06.05.2027;10.05.2027;4;;;0;;0;0;0;;;
;2.06.08.1.3;Устройство стяжки 4 этаж;;;;;;;;;11.05.2027;15.05.2027;4;;;0;;0;0;0;;;
;2.06.08.1.4;Устройство стяжки 5 этаж;;;;;;;;;16.05.2027;20.05.2027;4;;;0;;0;0;0;;;
;2.06.08.1.5;Устройство стяжки 6 этаж;;;;;;;;;21.05.2027;25.05.2027;4;;;0;;0;0;0;;;
;2.06.08.1.6;Устройство стяжки 7 этаж;;;;;;;;;26.05.2027;30.05.2027;4;;;0;;0;0;0;;;
;2.06.08.1.7;Устройство стяжки 8 этаж;;;;;;;;;01.06.2027;05.06.2027;4;;;0;;0;0;0;;;
;2.06.08.1.8;Устройство стяжки 9 этаж;;;;;;;;;24.06.2027;30.06.2027;6;;;0;;0;0;0;;;
;2.06.08.1.9;Устройство стяжки 1 этаж;;;;;;;;;06.06.2027;15.06.2027;9;;;0;;0;0;0;;;
;2.06.08.1.10;Чистовая отделка  -2 этаж;;;;;;;;;01.05.2027;16.05.2027;15;;;;;;;;;;
;2.06.08.1.11;Чистовая отделка  -1 этаж;;;;;;;;;17.05.2027;01.06.2027;15;;;;;;;;;;
;2.06.08.1.12;Чистовая отделка  2 этаж;;;;;;;;;02.06.2027;17.06.2027;15;;;;;;;;;;
;2.06.08.1.13;Чистовая отделка  3 этаж;;;;;;;;;18.06.2027;03.07.2027;15;;;;;;;;;;
;2.06.08.1.14;Чистовая отделка  4 этаж;;;;;;;;;04.07.2027;19.07.2027;15;;;;;;;;;;
;2.06.08.1.15;Чистовая отделка  5 этаж;;;;;;;;;20.07.2027;04.08.2027;15;;;;;;;;;;
;2.06.08.1.16;Чистовая отделка  6 этаж;;;;;;;;;05.08.2027;20.08.2027;15;;;;;;;;;;
;2.06.08.1.17;Чистовая отделка  7 этаж;;;;;;;;;21.08.2027;05.09.2027;15;;;;;;;;;;
;2.06.08.1.18;Чистовая отделка  8 этаж;;;;;;;;;06.09.2027;21.09.2027;15;;;;;;;;;;
;2.06.08.1.19;Чистовая отделка  9 этаж;;;;;;;;;22.09.2027;07.10.2027;15;;;;;;;;;;
;2.06.08.1.20;Чистовая отделка  1 этаж;;;;;;;;;08.10.2027;30.10.2027;22;;;;;;;;;;
25;2.05.08.6.;Устройство интерьерного инвентаря, МАФов МОП;Навигация, оформление доски объявлений, ящики почтовчые, мебель и прочее что приобретается и устанавливается после окончания отделочных работ. Дополнительные улучшения которые не являются нормативным и обязательным решением.;;;;;;;;01.10.2027;30.10.2027;29;;;0;;0;0;0;;;
26;2.05.08.9.;Прочие расходы на отделку МОП;(клининг в отдельной статье затрат до передачи дольщика);;;;;;;;01.05.2027;30.10.2027;182;;;0;;0;0;0;;;
;2.05.09.;Отделка продаваемых объектов;Суммарная позиция;19;;;;5;;;01.05.2027;30.06.2027;60;;;0;;0;0;0;;;
27;2.05.09.1.;Черновая отделка;Стяжка полусухая или из раствора и заделка термошпонок ВСЕГДА тут! И остальные отделочные работ при сдаче помещений в черновой отделке (штукатурка, гидроизоляция, грунтовка);;Да;Посекционно;Поквартирно, кроме стяжки, она поэтажно;;;;01.05.2027;30.06.2027;60;;;0;;0;0;0;;;
;2.05.09.1.02;Устройство стяжки -2 этаж;;;;;;;;;16.06.2027;19.06.2027;3;;;0;;0;0;0;;;
;2.05.09.1.01;Устройство стяжки -1 этаж;;;;;;;;;21.06.2027;23.06.2027;2;;;0;;0;0;0;;;
;2.05.09.1.2;Устройство стяжки 2 этаж;;;;;;;;;01.05.2027;05.05.2027;4;;;0;;0;0;0;;;
;2.05.09.1.3;Устройство стяжки 3 этаж;;;;;;;;;06.05.2027;10.05.2027;4;;;0;;0;0;0;;;
;2.05.09.1.4;Устройство стяжки 4 этаж;;;;;;;;;11.05.2027;15.05.2027;4;;;0;;0;0;0;;;
;2.05.09.1.5;Устройство стяжки 5 этаж;;;;;;;;;16.05.2027;20.05.2027;4;;;0;;0;0;0;;;
;2.05.09.1.6;Устройство стяжки 6 этаж;;;;;;;;;21.05.2027;25.05.2027;4;;;0;;0;0;0;;;
;2.05.09.1.7;Устройство стяжки 7 этаж;;;;;;;;;26.05.2027;30.05.2027;4;;;0;;0;0;0;;;
;2.05.09.1.8;Устройство стяжки 8 этаж;;;;;;;;;01.06.2027;05.06.2027;4;;;0;;0;0;0;;;
;2.05.09.1.9;Устройство стяжки 9 этаж;;;;;;;;;24.06.2027;30.06.2027;6;;;0;;0;0;0;;;
;2.05.09.1.1;Устройство стяжки 1 этаж;;;;;;;;;06.06.2027;15.06.2027;9;;;0;;0;0;0;;;
28;2.05.09.2.;Отделка White box;"Все расходы по устройству отделки ""white box"" (кроме стяжки). Включает квартиры и нежилые помещения, кроме паркинга. В отделку White box входит: Наливной пол (не стяжка!) подготовленный под любое финишное покрытие, включая ламинат, паркет. Установленные откосы на окнах. Выровненные, оштукатуренные, прошпатлеванные и прогрунтованные стены. Ровные подготовленные потолки или натяжные потолки. Разведённая от электрощитка проводка по всем комнатам с установленными выключателями и розетками, установлены обыкновенные лампочки. Монтаж наличников входной двери. Выполнены вся сантехническая разводка, обустроены водопровод и канализация без установки оборудования, зашиты коробами под устройство керамической плитки. Также возможен монтаж межкомнатных дверей с наличниками.";;Да;Посекционно;Поквартирно;;;;;;0;;;0;;0;0;0;;;
29;2.05.09.3.;Отделка чистовая;Все расходы по устройству чистовая отделка (кроме стяжки). Включает квартиры и нежилые помещения кроме паркинга. Включаются все затраты при устройстве чистовой отделки включая откосы на окнах, межкомнатные двери, электрику, сантехнику, мебель.;;Да;Посекционно;Поквартирно;;;;;;0;;;0;;0;0;0;;;
30;2.05.09.4.;Отделка паркинга;выделяется отдельно любая отделка паркинга. Промполы, разметка, отбойники, окраска, потолки и прочее;;Да;блок-секции;При необходимости;;;;;;0;;;0;;0;0;0;;;
31;2.05.09.5.;Мебель,оборудование и инвентарь;кухни, диваны, люстры, ванные и раковины, устанавливаемые в квартирах и пр инвентарь;;да;Посекционно;Поквартирно ;;;;;;0;;;0;;0;0;0;;;
32;2.05.09.9.;Прочие расходы на отделку объектов;;;;;;;;;01.05.2027;30.06.2027;60;;;0;;0;0;0;;;
;2.05.10.;Оборудование, двери и окна;Суммарная позиция;;;;;;;;19.02.2027;15.10.2027;238;;;0;;0;0;0;;;
33;2.05.10.1.;Монтаж оконных блоков;Включаем монтаж и изготовление окон, детские замки, подоконники, наружный отлив.;20;Да;Строение;Поэтажно;5;;;11.03.2027;15.06.2027;96;;;0;;0;0;0;;;
;2.05.10.1.1;Монтаж окон 2 этаж;;;;;;;;;11.03.2027;21.03.2027;10;;;0;;0;0;0;;;
;2.05.10.1.2;Монтаж окон 3 этаж;;;;;;;;;22.03.2027;31.03.2027;9;;;0;;0;0;0;;;
;2.05.10.1.3;Монтаж окон 4 этаж;;;;;;;;;01.04.2027;10.04.2027;9;;;0;;0;0;0;;;
;2.05.10.1.4;Монтаж окон 5 этаж;;;;;;;;;11.04.2027;20.04.2027;9;;;0;;0;0;0;;;
;2.05.10.1.5;Монтаж окон 6 этаж;;;;;;;;;21.04.2027;30.04.2027;9;;;0;;0;0;0;;;
;2.05.10.1.6;Монтаж окон 7 этаж;;;;;;;;;01.05.2027;10.05.2027;9;;;0;;0;0;0;;;
;2.05.10.1.7;Монтаж окон 8 этаж;;;;;;;;;11.05.2027;20.05.2027;9;;;0;;0;0;0;;;
;2.05.10.1.8;Монтаж окон 9 этаж;;;;;;;;;05.06.2027;15.06.2027;10;;;0;;0;0;0;;;
34;2.05.10.2.;Монтаж витражей;Монтаж витражей, как теплых, так и холодных. Также включаем установку нащельников к витражам. Если входная группа выполнена из алюминиевых профилей, то вносим затраты в эту статью;21;Да;Строение;Вертикальные нитки;5;;;01.03.2027;30.03.2027;29;;;0;;0;0;0;;;
35;2.05.10.3.;Установка дверей;Все двери с установкой. Не включаются двери выполненные из алюминиевых профилей. Нащельники к дверям в отделке внутренней. сюда же ворота, рольставни и фурнитуру, нащельники и декоративные накладки;22;Да;Посекционно;Поэтажно;3;;;01.06.2027;15.10.2027;136;;;0;;0;0;0;;;
;2.05.10.3.02;Установка дверей -2 этаж;;;;;;;;;01.06.2027;15.06.2027;14;;;;;;;;;;
;2.05.10.3.01;Установка дверей -1 этаж;;;;;;;;;16.06.2027;30.06.2027;14;;;;;;;;;;
;2.05.10.3.1;Установка дверей 2 этаж;;;;;;;;;01.07.2027;12.07.2027;11;;;;;;;;;;
;2.05.10.3.2;Установка дверей 3 этаж;;;;;;;;;13.07.2027;24.07.2027;11;;;;;;;;;;
;2.05.10.3.3;Установка дверей 4 этаж;;;;;;;;;25.07.2027;05.08.2027;11;;;;;;;;;;
;2.05.10.3.4;Установка дверей 5 этаж;;;;;;;;;06.08.2027;17.08.2027;11;;;;;;;;;;
;2.05.10.3.5;Установка дверей 6 этаж;;;;;;;;;18.08.2027;29.08.2027;11;;;;;;;;;;
;2.05.10.3.6;Установка дверей 7 этаж;;;;;;;;;30.08.2027;10.09.2027;11;;;;;;;;;;
;2.05.10.3.7;Установка дверей 8 этаж;;;;;;;;;11.09.2027;22.09.2027;11;;;;;;;;;;
;2.05.10.3.8;Установка дверей 9 этаж;;;;;;;;;23.09.2027;04.10.2027;11;;;;;;;;;;
;2.05.10.3.9;Установка дверей 1 этаж;;;;;;;;;05.10.2027;15.10.2027;10;;;;;;;;;;
